var,Coef.,Std.Err.,z,P>|z|,[0.025,0.975],OR,CI_lo,CI_hi
const,-0.44228348361814573,0.16159236229550647,-2.737032105572756,0.0061996242211254,-0.7589986938940866,-0.12556827334220488,0.6425674522875023,0.46813221432683527,0.8820006786607995
service10,0.4091233369068304,0.16284015090900616,2.512422978135444,0.01199052760918297,0.08996250588811094,0.7282841679255498,1.505497392426846,1.0941268425679147,2.0715353196933792
service5,1.0102135741676026,0.3684097361559451,2.7420924992600813,0.0061049147178118355,0.2881437597480465,1.7322833885871587,2.7461874670915454,1.3339313592065754,5.6536234434854284
service9,0.3290390141973448,0.18134505850506225,1.8144360640968868,0.0696106176906297,-0.026390769246886214,0.6844687976415759,1.3896320699098519,0.973948062705276,1.9827312807195323
service4,-0.5380917596819926,0.29489919534045594,-1.824663370345162,0.06805184409121913,-1.1160835616191283,0.0399000422551431,0.5838613377638632,0.3275566759480958,1.0407177956263838
