var,Coef.,Std.Err.,z,P>|z|,[0.025,0.975],OR,CI_lo,CI_hi
const,-1.3459311610089328,0.36036813897817455,-3.73487835196898,0.00018780594647312224,-2.05223973458188,-0.6396225874359859,0.260297216359574,0.12844522714615586,0.5274983146508503
service9,1.0921235596483703,0.3737457681435055,2.9221028108846236,0.0034767675354979125,0.359595314712842,1.8246518045838984,2.9805968319690814,1.4327301990122987,6.2007190752792
service15,0.6452658805360115,0.2852288537948112,2.262274212272384,0.023680466661971447,0.08622759974654082,1.2043041613254823,1.906493861500323,1.0900431984902617,3.3344722933665314
service10,0.2914005953877769,0.14839425087804275,1.9636919467133762,0.049565827099615364,0.0005532081540118305,0.582247982621542,1.338300593626631,1.0005480137715228,1.790067497260938
service8,0.28536969939609774,0.2077109129274564,1.3738791832076918,0.16947919322297977,-0.12173620913765187,0.6924756079298473,1.3302537312257938,0.8853752700098744,1.9986722572682778
service13,-1.3266537530384996,0.3940320397767452,-3.366867714082766,0.0007602714859770133,-2.098942359755774,-0.554365146321225,0.265363749909548,0.12258427197807732,0.574444980826337
service5,0.2695335121277861,0.1953663410143205,1.3796312646712725,0.16770020606234437,-0.11337748005165249,0.6524445043072247,1.309353510713083,0.8928072951832497,1.9202426159217159
