var,Coef.,Std.Err.,z,P>|z|,[0.025,0.975],OR,CI_lo,CI_hi
const,-0.8104626626150783,0.21349781465823847,-3.7961169013015192,0.0001469802101398692,-1.2289106901232332,-0.39201463510692325,0.4446522946317656,0.29260889840879395,0.675699420613903
service9,0.17605704946930334,0.07124159873261571,2.4712675262957173,0.013463505681040752,0.036426081752322204,0.3156880171862845,1.192506088549609,1.0370949797634832,1.3712059155393859
service10,0.11598492102213663,0.054304518087838795,2.135824515273819,0.03269372012005902,0.009550021372168663,0.22241982067210458,1.1229789386310285,1.0095937937707822,1.249098106971116
service8,0.13698708832280404,0.1075102316260628,1.2741772224923327,0.20260061562891873,-0.07372909363383814,0.34770327027944625,1.1468133411411394,0.9289197141836548,1.4158175559607962
service15,0.14106348423760187,0.1294967983751247,1.0893202458100233,0.2760126877610656,-0.11274557669088756,0.39487254516609127,1.1514977476209902,0.8933737607685496,1.4842019331702008
service5,0.19188160967731188,0.12440768602986607,1.5423613749334395,0.12298580215228687,-0.05195297434119245,0.4357161936958162,1.21152707539262,0.9493692569545193,1.546076875417203
