feature,importance
phq_n_obs_pre,0.8858489595927023
phq_first_pre,0.8465800875525358
phq_n_high_pre,0.845231942140423
phq_slope_pre,0.5063308735562875
phq_mean_pre,0.3449119388699247
phq_std_pre,0.1842803933811783
phq_frac_high_pre,0.10822906984068359
phq_min_pre,0.04705385341386074
