feature,importance
phq_n_obs_pre,0.944914586487677
phq_n_high_pre,0.8635061552789359
phq_first_pre,0.8387913262980858
phq_slope_pre,0.4915666334521087
phq_mean_pre,0.3118300775027532
phq_std_pre,0.18407753937058938
phq_frac_high_pre,0.12135927232087328
phq_min_pre,0.03324217378234614
