feature,coef_worse_minus_improved,abs
phq_first_pre,-3.3015822088502835,3.3015822088502835
phq_slope_pre,2.066843878183594,2.066843878183594
phq_mean_pre,-1.426946611161761,1.426946611161761
phq_n_high_pre,1.366142273160597,1.366142273160597
phq_frac_high_pre,0.6906064909352783,0.6906064909352783
phq_n_obs_pre,-0.41954972989002304,0.41954972989002304
phq_std_pre,-0.4161617623895143,0.4161617623895143
phq_min_pre,-0.003256739852189966,0.003256739852189966
