feature,coef_worse_minus_improved,abs
phq_slope_pre,1.69912445538315,1.69912445538315
phq_n_high_pre,1.2172930022119905,1.2172930022119905
phq_mean_pre,-1.04372583730058,1.04372583730058
phq_std_pre,-0.647163931994596,0.647163931994596
phq_first_pre,-0.6002047028466854,0.6002047028466854
phq_min_pre,0.3671636826710989,0.3671636826710989
phq_frac_high_pre,0.35388269355481405,0.35388269355481405
phq_n_obs_pre,-0.3516616567113371,0.3516616567113371
