feature,beta_improved,beta_same,beta_worse
y0_phq,1.9500553640338054,-0.48796380587380084,-1.4620915581600158
y0_p4,-0.5738937734509906,0.2044610158901069,0.3694327575608885
y0_lon,-0.26334701921001896,0.07911227871486576,0.18423474049510818
y0_phq_x_p4,0.17465879867966602,-0.11676556269108776,-0.05789323598857006
y0_phq_x_lon,0.11567617474839835,-0.09673281010029004,-0.018943364648108526
