feature,beta,OR,CI_low,CI_high,p_value,kind
const,457049346705.50977,inf,inf,inf,0.0,control
y0_PHQ,0.8441140545927669,2.3259162666615687,1.9525626901343551,2.770659557746972,3.2109570608807933e-21,control
check3_base,-479451017803.9159,0.0,0.0,0.0,0.0,control
service_total,0.029633695661050025,1.0300771431108104,0.8881314709124649,1.1947092919353468,0.6952549612547027,control
