feature,beta,OR,CI_low,CI_high,p_value
const,-1.268987888325116,0.28111599862774733,0.24856118145465086,0.3179346196457217,8.259160843293131e-91
y0_PHQ,0.14750753756951407,1.15894202040287,1.0279417068150187,1.3066369403544298,0.015938857101149163
service_total,0.6392257237152158,1.8950130474625826,1.1941864208832045,3.0071305344416097,0.006662224867406929
service1_int_p10,-0.0526876573834215,0.9486762782427105,0.8011852416913682,1.1233190953449097,0.5411062772922436
service1_rst_p10,0.04026297092604798,1.0410845131566353,0.9201667005748179,1.1778919655074618,0.5227053829823398
service2_int_p10,-0.17485567806447117,0.8395781815741087,0.6965170139715365,1.0120234090995122,0.06656473316569868
service2_rst_p10,0.09317347118791158,1.0976521297724895,0.9531982561806887,1.2639974844495434,0.19559430902859354
service3_int_p10,-0.10015808978497158,0.9046943837895326,0.7539061369898484,1.085641683894852,0.2816244063909632
service3_rst_p10,-0.1374555592927418,0.8715730824607142,0.743533762858275,1.0216612560401859,0.08995382463503131
service4_int_p10,-0.11751798663912662,0.8891245192407565,0.7403966902707284,1.0677281801814134,0.20827942671170485
service4_rst_p10,0.00853987359984,1.0085764423437504,0.8681495580961218,1.1717179725133822,0.911109708531949
service5_int_p10,-0.06972217577696689,0.9326528974818712,0.7653381650681277,1.136545212146711,0.48945691568371985
service5_rst_p10,0.05184452334301318,1.053211979905329,0.9106107402193554,1.2181445107367137,0.4848882232836289
service6_int_p10,-0.254345492120646,0.7754238529306388,0.6219879778241716,0.9667102470327359,0.02376164871150073
service6_rst_p10,0.12048598623615467,1.1280449326997042,0.9703330137544688,1.3113903702667042,0.11686766378597788
service7_int_p10,-0.09495065715683114,0.9094178066213696,0.7743061817485598,1.0681055717938044,0.24723528005671846
service7_rst_p10,0.07550299407756043,1.078426456605672,0.9464231062175185,1.2288411120425136,0.2570479905097661
service8_int_p10,-0.1598402518311174,0.8522799282498345,0.7068409389678827,1.0276443200335743,0.09406149180464687
service8_rst_p10,0.13154933576793387,1.1405941784239741,1.0032474091310626,1.29674402147866,0.04448132432021442
service9_int_p10,-0.08065218612769384,0.922514498990869,0.7594462470356939,1.12059675608401,0.4163985582257764
service9_rst_p10,0.03636597100573992,1.0370353019042746,0.9131081554111908,1.177781855328405,0.5754374686467086
service10_int_p10,-0.1782295538270692,0.836750322202056,0.7017396752426595,0.9977362352543832,0.04711733553349453
service10_rst_p10,-0.06178276719019488,0.940087082369661,0.8227372368025786,1.0741749405592624,0.36377732523245654
service11_int_p10,-0.18412842515592018,0.8318289692016232,0.6245892235336729,1.1078312079871022,0.20784497175444516
service11_rst_p10,0.19266661866121038,1.212478508423919,1.0340112391123741,1.4217486984492278,0.017705801606766238
service12_int_p10,-0.018882888507447803,0.9812942763511298,0.8425945855818902,1.142825355487525,0.8081042747774978
service12_rst_p10,-0.03422503914101262,0.9663540126893942,0.8319712739560231,1.1224426937248502,0.6541484026061266
service13_int_p10,0.0714077107501134,1.0740190257170517,0.8744125079940774,1.3191907218349372,0.4960617158904014
service13_rst_p10,-0.02878260961434558,0.971627664021991,0.8307722987030763,1.136364704223539,0.7186951876623948
service14_int_p10,-0.07880096494519827,0.9242238590862012,0.7903470993596579,1.0807779802016835,0.3236361856739419
service14_rst_p10,0.1106860713906278,1.1170441796797574,0.9830887072522517,1.2692523982337343,0.089450455774916
service15_int_p10,-0.19440605906588068,0.8233235184041647,0.6767112713825143,1.0016999045583335,0.052013205560773476
service15_rst_p10,-0.19752955780043277,0.8207558805306682,0.6575925537655117,1.024403654768091,0.08067451809135373
service16_int_p10,-0.19317574783972966,0.8243370859455237,0.6913636077919573,0.9828860292999974,0.03137125640512228
service16_rst_p10,-0.0778524811269865,0.9251008863182691,0.8010896395753855,1.0683094719842674,0.28906521054286527
