feature,beta,OR,CI_low,CI_high,p_value
const,-1.2609735601649519,0.2833780066217224,0.2507795160005077,0.320213931016353,6.037944552492631e-91
y0_PHQ,0.1521031820001699,1.1642803630111693,1.0331477358663952,1.3120570433778866,0.01259950488215237
service_total,0.550961436983982,1.734920232753972,1.040719840665808,2.8921791402510975,0.034594356622967413
service1_int_p15,-0.025993598658049174,0.9743413266807954,0.8142566908555426,1.1658989499743824,0.7765238541259152
service1_rst_p15,0.04924928477447419,1.0504821873178907,0.9239719609300059,1.194314191917102,0.45191130378670363
service2_int_p15,-0.16691328165363745,0.8462729955500089,0.6958417225817375,1.0292254111179127,0.09461849017675023
service2_rst_p15,0.04647829705354179,1.047575343350231,0.8995849963179023,1.2199115197420896,0.5497433692766497
service3_int_p15,-0.0606553822130568,0.9411475200719757,0.777808624692213,1.1387873911633903,0.5328410334240272
service3_rst_p15,-0.07601556070157876,0.9268017847611806,0.7927043184483331,1.0835837881113992,0.3404387892566386
service4_int_p15,-0.09653364588967792,0.9079793473128575,0.751400997677299,1.0971857872096484,0.3175054362608236
service4_rst_p15,-0.02896514072157996,0.971450327933826,0.8340624921387295,1.131468862989909,0.7096563229993786
service5_int_p15,-0.022707099611331008,0.9775487662586848,0.8008271091104867,1.1932682841809699,0.8233831949914996
service5_rst_p15,0.01972944935827749,1.0199253612343284,0.8749313191781051,1.1889478861794156,0.8008988785615788
service6_int_p15,-0.28601927254884246,0.751248137340947,0.5895796223909492,0.9572477447058152,0.020700593952209613
service6_rst_p15,0.11893670875791126,1.1262986311931213,0.9581910957188926,1.3238993894800881,0.14926012474756467
service7_int_p15,-0.07528479225458637,0.9274793097889052,0.7848400526743051,1.0960422663896328,0.37689488531996884
service7_rst_p15,0.04639029006455264,1.0474831534552604,0.9089582877788878,1.2071191511479848,0.5215160449704758
service8_int_p15,-0.12935522458065682,0.8786617878371444,0.7292344267368966,1.0587082961234313,0.17378628022695664
service8_rst_p15,0.10895470858629572,1.1151118442058467,0.9770123948905922,1.2727314736139161,0.10625987708949733
service9_int_p15,-0.060231187732565875,0.9415468343427851,0.765932249529652,1.1574267068729815,0.5674041719516814
service9_rst_p15,0.03187204342241301,1.032385396351126,0.9034675637447245,1.1796988064313283,0.6395485206451227
service10_int_p15,-0.1543487522502,0.8569730975932334,0.7113370562317209,1.0324260258407045,0.10433333821187064
service10_rst_p15,-0.08416478038880726,0.919279764337042,0.7992102188667884,1.0573879877534744,0.23856184541047865
service11_int_p15,-0.2280948545555323,0.7960487474040442,0.5837839488048988,1.085493373945656,0.14943046301394766
service11_rst_p15,0.18879617511902308,1.20779474877162,0.9967216711224969,1.463566206519271,0.05404288358241297
service12_int_p15,-0.04348175382378635,0.9574500237334381,0.8158285782149827,1.1236558419575182,0.5944344534276056
service12_rst_p15,-0.038028090207703,0.962685898464547,0.825472990307761,1.1227067995973639,0.627877977770484
service13_int_p15,0.09357658702034923,1.0980946999220336,0.9027660849677106,1.3356859435409443,0.3490700323137089
service13_rst_p15,0.022648651896100366,1.0229070799401871,0.8780419710516238,1.1916729822591152,0.7712873040034999
service14_int_p15,-0.0687829915367137,0.9335292418448037,0.7971597436342985,1.0932273641995762,0.39326859553416893
service14_rst_p15,0.09899463107181852,1.1040603719221245,0.968925341168142,1.2580425478182329,0.13725111078299662
service15_int_p15,-0.2201483053378621,0.8023997889660588,0.6484107859352969,0.9929591476552385,0.04286807923291136
service15_rst_p15,-0.11258487028498741,0.8935215104651869,0.7320800482077591,1.0905647430476269,0.26815774218318844
service16_int_p15,-0.1506907023464589,0.8601136886677258,0.7179066440255881,1.0304899161892045,0.10220185844133516
service16_rst_p15,-0.06076453965524414,0.9410447924228094,0.817188418889742,1.0836733375997245,0.3986997653744827
