dPHQ_true,0,1,2
0,0.22093023255813954,0.7034883720930233,0.0755813953488372
1,0.14942528735632185,0.8045977011494253,0.04597701149425287
2,0.05555555555555555,0.8333333333333334,0.1111111111111111
