grid,p_improved,p_same,p_worse
0.0,0.0,0.6219262,0.37807378
0.1,0.0,0.6219262,0.37807378
0.2,0.0,0.6219262,0.37807378
0.30000000000000004,0.0,0.6219262,0.37807378
0.4,0.0,0.6219262,0.37807378
0.5,0.0,0.6219262,0.37807378
0.6000000000000001,0.0,0.6219262,0.37807378
0.7000000000000001,0.0,0.6219262,0.37807378
0.8,0.0,0.6219262,0.37807378
0.9,0.0,0.6219262,0.37807378
1.0,0.0,0.6219262,0.37807378
